set n_col_ini = 1..1824;


param col_ini (tr): 
	1 	2 	3 	4 	5 :=
1148	3	89	83	84	86
1149	31	71	63	20	66
1150	16	80	30	88	44
1151	79	89	77	10	88
1152	1	8	63	85	79
1153	79	48	10	37	20
1154	79	25	87	81	23
1155	9	13	47	18	19
1156	2	1	39	36	51
1157	19	60	24	85	86
1158	1	21	64	85	48
1159	79	37	82	66	24
1160	79	35	20	84	37
1161	55	48	50	10	88
1162	29	49	92	93	94
1163	2	59	8	45	51
1164	32	48	31	90	73
1165	72	90	66	39	88
1166	68	10	63	85	22
1167	7	89	44	30	88
1168	43	35	63	46	88
1169	63	48	70	31	88
1170	55	48	37	30	88
1171	56	1	24	85	64
1172	32	41	92	93	94
1173	29	50	55	63	32
1174	9	27	44	58	65
1175	89	22	35	90	50
1176	50	2	47	36	72
1177	5	35	45	41	30
1178	55	17	7	36	51
1179	9	2	20	18	28
1180	57	35	7	65	88
1181	3	72	62	24	73
1182	11	90	10	67	18
1183	8	2	3	1	7
1184	35	6	9	5	4
1185	34	2	5	9	37
1186	25	41	10	20	58
1187	7	65	14	58	48
1188	12	39	50	51	76
1189	53	15	50	45	60
1190	17	56	72	28	14
1191	52	5	66	28	78
1192	12	39	79	59	27
1193	8	10	55	24	18
1194	55	36	78	35	77
1195	1	63	37	61	56
1196	8	64	34	9	61
1197	74	61	31	39	77
1198	25	14	11	41	59
1199	77	49	34	28	33
1200	15	25	51	17	30
1201	6	4	30	73	37
1202	32	68	7	9	13
1203	55	2	62	49	63
1204	22	2	66	20	75
1205	25	43	42	56	27
1206	67	40	13	53	63
1207	24	16	5	71	40
1208	22	8	31	6	43
1209	38	11	58	67	45
1210	62	71	69	38	78
1211	59	17	68	20	49
1212	54	34	51	33	15
1213	4	52	19	16	27
1214	31	74	76	65	11
1215	67	44	66	21	16
1216	57	72	36	75	35
1217	77	38	40	2	57
1218	77	54	2	32	33
1219	14	1	43	23	50
1220	7	59	47	58	19
1221	62	68	20	26	45
1222	36	22	29	42	11
1223	21	61	12	49	26
1224	79	21	54	19	57
1225	45	76	32	52	26
1226	41	16	12	9	70
1227	26	58	17	72	51
1228	48	58	64	35	50
1229	68	41	32	75	46
1230	53	13	22	73	45
1231	30	10	3	69	72
1232	24	64	60	55	37
1233	18	64	23	70	57
1234	43	63	60	37	23
1235	49	71	62	18	46
1236	47	45	34	3	44
1237	71	70	46	60	23
1238	60	16	62	18	78
1239	62	70	46	69	23
1240	43	39	64	18	70
1241	18	64	28	75	23
1242	65	57	23	64	18
1243	51	75	67	70	64
1244	37	5	29	61	7
1245	16	60	28	75	18
1246	46	75	80	81	82
1247	33	70	36	26	18
1248	62	43	52	49	60
1249	28	12	29	69	60
1250	78	32	57	14	23
1251	72	66	44	57	41
1252	78	14	32	64	23
1253	28	2	47	22	73
1254	23	66	58	21	71
1255	14	23	41	32	70
1256	19	6	39	48	24
1257	23	4	44	26	37
1258	71	23	41	64	67
1259	12	72	67	33	71
1260	41	23	20	21	64
1261	16	79	80	81	82
1262	65	32	66	67	23
1263	35	26	71	14	57
1264	72	14	32	64	70
1265	30	14	60	40	70
1266	70	66	77	21	71
1267	72	70	65	23	61
1268	2	78	54	46	60
1269	78	34	29	14	8
1270	71	8	29	14	38
1271	70	62	63	60	57
1272	10	60	38	64	70
1273	20	78	50	60	32
1274	41	30	48	70	79
1275	40	63	80	81	82
1276	15	47	51	38	50
1277	15	32	51	31	75
1278	55	20	70	24	57
1279	2	11	43	5	23
1280	60	1	3	66	27
1281	38	63	5	64	54
1282	14	68	23	33	60
1283	33	10	58	64	6
1284	29	38	80	81	82
1285	23	8	3	56	27
1286	7	6	18	49	64
1287	17	16	29	1	18
1288	10	5	31	75	52
1289	15	1	51	68	7
1290	36	66	6	42	54
1291	32	46	39	60	40
1292	42	34	32	46	60
1293	46	13	29	64	41
1294	64	30	14	40	20
1295	24	33	41	69	66
1296	50	46	19	54	67
1297	56	78	36	49	64
1298	20	2	43	30	18
1299	1	69	55	11	40
1300	78	27	21	1	28
1301	62	61	3	19	22
1302	52	2	63	69	10
1303	72	4	80	81	82
1304	32	69	70	6	18
1305	9	2	39	62	35
1306	8	7	36	41	55
1307	15	4	37	27	38
1308	66	8	51	48	38
1309	18	15	40	52	70
1310	19	8	15	54	27
1311	1	3	80	81	82
1312	79	42	80	81	82
1313	2	1	6	3	5
1314	57	7	5	1	4
1315	27	7	6	1	4
1316	27	3	7	2	59
1317	27	2	6	12	5
1318	6	74	50	61	3
1319	27	38	1	13	59
1320	47	8	2	48	7
1321	9	17	28	71	5
1322	17	49	36	24	20
1323	14	15	48	45	28
1324	10	4	32	38	23
1325	8	32	50	23	31
1326	9	69	7	33	68
1327	2	3	31	5	68
1328	39	9	69	42	37
1329	19	54	30	2	53
1330	10	40	9	36	68
1331	27	5	74	14	60
1332	27	61	5	74	16
1333	20	3	29	19	45
1334	1	31	43	6	68
1335	15	6	5	24	70
1336	46	65	64	6	77
1337	75	72	22	37	68
1338	61	76	44	63	33
1339	51	15	41	24	20
1340	4	19	23	52	30
1341	10	15	25	29	17
1342	12	43	11	3	7
1343	5	42	45	44	12
1344	30	8	48	34	57
1345	43	8	35	69	16
1346	69	1	35	57	64
1347	53	58	59	70	55
1348	66	31	26	73	11
1349	67	77	16	33	34
1350	60	56	29	25	43
1351	27	16	7	74	62
1352	49	18	62	60	73
1353	72	66	41	77	26
1354	41	24	35	28	62
1355	14	60	76	41	47
1356	3	36	43	25	74
1357	58	39	76	62	52
1358	19	34	16	38	46
1359	14	55	47	65	28
1360	14	65	52	57	73
1361	35	64	52	65	47
1362	55	30	74	35	58
1363	76	59	75	65	41
1364	21	3	11	67	14
1365	74	57	55	21	52
1366	43	74	58	28	21
1367	73	61	21	47	43
1368	21	39	47	28	16
1369	61	62	69	67	55
1370	10	6	26	45	13
1371	26	47	58	67	43
1372	35	43	67	73	21
1373	21	4	58	31	73
1374	7	8	49	36	66
1375	35	43	34	73	21
1376	8	35	50	36	58
1377	73	34	64	43	21
1378	31	12	75	6	53
1379	56	1	12	39	34
1380	34	47	69	73	67
1381	16	45	63	6	48
1382	14	57	34	55	43
1383	57	76	13	67	16
1384	62	69	58	47	21
1385	4	13	32	59	33
1386	44	69	28	58	65
1387	23	20	50	36	58
1388	34	69	21	26	43
1389	25	49	78	79	80
1390	17	11	38	56	22
1391	64	46	28	55	5
1392	70	31	66	43	52
1393	70	31	21	47	55
1394	34	44	52	26	24
1395	39	26	21	43	73
1396	6	7	42	18	66
1397	46	21	78	79	80
1398	28	1	52	26	55
1399	23	67	50	36	43
1400	70	20	47	73	39
1401	22	2	32	33	38
1402	13	5	20	75	66
1403	8	73	50	36	43
1404	27	7	30	48	41
1405	70	65	5	55	20
1406	70	65	47	18	1
1407	74	58	64	28	20
1408	32	77	78	79	80
1409	15	9	66	13	55
1410	67	55	64	39	19
1411	22	59	78	79	80
1412	8	66	50	36	64
1413	12	7	24	35	14
1414	19	58	33	10	55
1415	2	6	50	45	24
1416	35	44	67	73	55
1417	14	11	64	45	20
1418	44	58	19	65	73
1419	68	39	50	36	57
1420	11	1	23	31	40
1421	55	4	49	67	28
1422	44	19	70	64	16
1423	14	65	72	24	39
1424	19	26	67	6	58
1425	20	34	50	36	23
1426	77	76	78	79	80
1427	11	14	78	79	80
1428	4	3	7	2	5
1429	1	11	55	21	12
1430	4	3	69	2	5
1431	3	21	48	29	59
1432	6	26	48	29	59
1433	74	29	75	58	64
1434	3	4	69	32	2
1435	45	47	3	28	44
1436	7	15	31	35	18
1437	11	41	40	26	1
1438	44	4	69	2	32
1439	43	32	69	2	5
1440	68	49	5	13	4
1441	25	12	40	61	28
1442	32	68	2	74	1
1443	21	68	75	48	52
1444	9	10	51	20	6
1445	45	16	69	32	58
1446	38	18	67	48	34
1447	17	36	41	48	71
1448	53	14	69	60	32
1449	23	2	42	8	54
1450	37	21	10	29	59
1451	33	39	68	36	26
1452	11	9	52	71	18
1453	13	17	44	35	26
1454	74	51	75	48	52
1455	4	30	3	71	7
1456	15	5	42	29	53
1457	74	57	15	59	17
1458	53	24	73	13	15
1459	4	65	24	5	56
1460	39	17	20	3	27
1461	5	29	59	27	39
1462	1	8	58	57	39
1463	47	16	49	37	57
1464	72	68	14	64	50
1465	45	74	61	70	56
1466	50	46	59	22	67
1467	56	23	44	66	3
1468	57	19	52	11	63
1469	33	65	7	42	62
1470	66	60	21	19	41
1471	65	55	14	1	30
1472	28	53	32	71	60
1473	53	60	32	66	14
1474	33	60	19	7	53
1475	75	1	76	77	78
1476	14	7	49	37	71
1477	41	48	49	39	58
1478	10	8	51	35	63
1479	74	60	62	55	14
1480	66	13	28	50	53
1481	65	41	62	53	63
1482	43	1	6	53	20
1483	6	5	25	27	53
1484	63	65	32	45	66
1485	63	50	62	55	56
1486	53	62	55	19	14
1487	33	55	41	71	19
1488	41	60	76	77	78
1489	28	33	55	4	66
1490	62	24	71	40	19
1491	7	44	76	77	78
1492	13	35	76	77	78
1493	13	15	39	21	69
1494	58	36	62	19	28
1495	17	69	32	26	14
1496	19	15	30	43	39
1497	2	75	76	77	78
1498	8	3	57	13	70
1499	14	16	49	37	58
1500	60	33	45	58	17
1501	58	53	4	64	14
1502	5	7	16	63	25
1503	64	65	55	53	54
1504	71	64	54	14	62
1505	22	14	54	31	62
1506	42	51	31	71	22
1507	20	10	22	64	31
1508	68	50	65	53	3
1509	31	3	17	4	68
1510	31	32	33	11	14
1511	65	17	44	35	26
1512	14	21	48	29	50
1513	9	6	2	1	5
1514	4	6	40	29	55
1515	9	1	2	4	3
1516	9	1	3	5	12
1517	9	12	2	5	3
1518	2	15	55	37	26
1519	28	6	1	5	3
1520	14	4	53	34	20
1521	10	7	32	35	6
1522	33	62	24	57	25
1523	41	61	54	51	18
1524	54	19	16	30	35
1525	16	39	43	47	62
1526	18	10	16	26	36
1527	2	1	52	40	35
1528	44	60	63	59	3
1529	28	48	60	45	5
1530	9	10	61	1	31
1531	9	31	12	1	59
1532	40	31	3	27	52
1533	52	1	24	42	38
1534	27	9	30	28	41
1535	49	19	61	39	6
1536	20	47	30	21	36
1537	30	47	58	21	36
1538	38	28	21	10	56
1539	57	55	40	59	7
1540	40	37	49	51	53
1541	9	31	4	8	64
1542	49	7	66	18	50
1543	5	44	66	25	34
1544	45	33	8	38	48
1545	21	14	26	51	42
1546	13	50	52	17	12
1547	57	56	49	36	31
1548	37	14	2	43	1
1549	40	22	23	1	56
1550	35	11	36	18	3
1551	21	16	31	65	3
1552	22	2	31	64	59
1553	11	60	27	41	22
1554	10	3	22	50	46
1555	55	11	22	53	46
1556	56	64	48	26	50
1557	28	13	11	24	46
1558	64	4	58	42	46
1559	37	59	5	31	50
1560	53	31	36	42	57
1561	55	56	59	10	49
1562	54	62	38	26	36
1563	21	59	52	56	41
1564	64	56	57	52	49
1565	21	10	53	18	59
1566	64	39	10	24	22
1567	24	52	11	16	56
1568	56	57	55	41	46
1569	3	5	47	14	49
1570	14	31	17	51	65
1571	35	61	53	21	24
1572	45	12	57	50	11
1573	65	55	23	14	12
1574	28	61	57	3	11
1575	21	66	67	68	69
1576	52	28	57	23	11
1577	53	23	17	65	8
1578	56	65	8	35	52
1579	47	65	28	38	22
1580	11	9	46	57	56
1581	9	59	2	36	49
1582	9	58	28	22	54
1583	10	41	67	68	69
1584	52	53	67	68	69
1585	18	11	59	19	36
1586	54	19	16	7	35
1587	23	39	67	68	69
1588	18	11	35	33	36
1589	16	51	61	8	50
1590	15	22	67	68	69
1591	56	38	24	2	40
1592	56	17	57	55	25
1593	7	31	28	12	56
1594	56	24	55	7	11
1595	49	20	43	18	57
1596	42	65	56	47	54
1597	47	6	40	46	16
1598	40	17	47	16	6
1599	65	46	40	35	50
1600	65	66	67	68	69
1601	48	40	46	62	35
1602	40	45	54	35	28
1603	60	18	65	56	46
1604	37	44	58	11	62
1605	54	23	48	11	2
1606	47	31	61	4	35
1607	48	1	50	32	53
1608	36	1	7	37	28
1609	42	40	60	2	22
1610	61	20	40	28	56
1611	4	13	32	1	65
1612	32	13	3	22	37
1613	54	47	43	40	12
1614	57	17	61	35	9
1615	20	61	62	59	46
1616	35	51	20	56	58
1617	12	50	67	68	69
1618	8	28	44	55	21
1619	45	21	61	44	23
1620	9	32	61	28	13
1621	64	66	67	68	69
1622	9	1	8	6	36
1623	9	51	13	16	38
1624	13	15	32	62	20
1625	8	2	43	24	65
1626	19	11	62	47	25
1627	4	1	5	6	3
1628	5	2	30	3	4
1629	9	6	4	1	3
1630	25	3	43	39	14
1631	28	1	47	2	6
1632	9	61	12	1	51
1633	5	38	58	39	6
1634	9	12	4	6	3
1635	9	12	2	6	3
1636	28	47	1	44	3
1637	63	8	5	3	1
1638	9	60	17	51	12
1639	45	10	16	17	56
1640	27	6	45	61	44
1641	37	42	64	6	10
1642	9	50	17	63	10
1643	9	31	60	1	12
1644	13	32	53	35	42
1645	45	57	19	49	4
1646	18	42	56	6	52
1647	5	32	21	35	22
1648	55	10	40	35	26
1649	29	40	56	52	46
1650	10	41	48	36	31
1651	52	17	31	36	15
1652	29	36	31	2	12
1653	18	12	60	42	49
1654	48	6	30	45	49
1655	43	22	55	60	66
1656	9	2	31	16	64
1657	36	54	65	63	49
1658	64	30	1	58	23
1659	58	59	3	15	46
1660	28	7	32	59	11
1661	11	24	36	30	37
1662	28	59	60	11	41
1663	22	47	21	38	11
1664	50	12	66	28	46
1665	56	21	59	50	64
1666	16	59	21	50	60
1667	41	59	22	16	50
1668	52	28	35	56	50
1669	22	7	66	23	67
1670	14	5	45	65	19
1671	4	35	31	6	50
1672	64	16	7	23	50
1673	35	31	59	28	56
1674	24	22	40	59	28
1675	8	1	38	47	36
1676	11	35	31	28	4
1677	28	31	55	42	24
1678	35	61	28	24	64
1679	56	31	51	23	28
1680	59	42	35	52	41
1681	56	40	64	35	6
1682	7	47	17	8	65
1683	64	18	62	59	35
1684	46	38	23	28	62
1685	52	65	8	10	28
1686	57	46	61	11	40
1687	2	14	40	46	41
1688	4	38	42	57	25
1689	40	60	6	57	25
1690	61	17	11	62	5
1691	7	42	2	8	56
1692	17	37	49	51	55
1693	57	46	55	11	6
1694	28	55	57	18	21
1695	6	37	18	51	16
1696	47	59	55	24	5
1697	35	2	65	38	28
1698	28	21	54	9	46
1699	9	7	28	40	57
1700	50	54	45	8	28
1701	40	61	31	21	64
1702	40	9	52	7	3
1703	18	22	9	55	7
1704	60	21	61	14	59
1705	42	55	14	24	46
1706	59	57	21	34	20
1707	7	60	61	46	10
1708	22	18	25	57	26
1709	24	9	58	18	1
1710	57	1	29	7	46
1711	21	39	25	32	16
1712	45	8	38	14	13
1713	12	5	40	31	13
1714	19	18	20	45	56
1715	15	18	61	37	31
1716	15	19	40	55	28
1717	10	37	29	43	27
1718	3	39	6	11	16
1719	22	49	11	51	42
1720	52	44	50	23	16
1721	3	61	47	4	17
1722	23	26	48	53	41
1723	20	6	36	41	56
1724	59	44	2	36	35
1725	34	59	30	36	51
1726	60	33	30	36	34
1727	31	5	41	54	44
1728	6	26	31	54	59
1729	17	6	59	5	54
1730	5	35	30	6	44
1731	3	59	54	23	41
1732	51	54	62	63	64
1733	44	18	54	25	32
1734	41	17	21	31	35
1735	23	59	56	35	6
1736	59	47	48	50	35
1737	41	26	54	35	5
1738	17	7	57	50	62
1739	23	56	5	54	36
1740	44	50	5	56	52
1741	35	23	56	44	41
1742	56	35	41	13	54
1743	38	31	2	37	11
1744	59	5	56	26	45
1745	18	8	26	60	52
1746	55	44	6	59	23
1747	6	5	14	53	41
1748	1	2	34	45	48
1749	52	44	56	50	23
1750	59	52	48	36	23
1751	13	55	37	44	26
1752	7	35	55	2	45
1753	2	35	59	12	44
1754	56	48	54	52	30
1755	36	52	50	26	35
1756	23	35	5	55	13
1757	41	52	54	45	23
1758	20	6	25	55	43
1759	47	11	54	23	13
1760	5	45	19	54	23
1761	37	57	13	23	6
1762	36	59	62	63	64
1763	41	19	52	55	31
1764	54	17	31	44	45
1765	45	12	17	54	57
1766	48	61	62	63	64
1767	54	31	35	17	23
1768	9	33	42	23	54
1769	41	28	50	56	12
1770	51	31	56	6	17
1771	51	7	31	6	19
1772	26	31	34	46	51
1773	36	48	47	37	44
1774	9	30	62	63	64
1775	3	5	57	45	41
1776	19	60	23	50	1
1777	11	35	17	5	45
1778	4	9	33	48	10
1779	11	53	45	49	41
1780	4	5	6	55	32
1781	41	13	34	4	49
1782	35	49	40	23	11
1783	49	40	33	44	3
1784	17	18	50	30	41
1785	33	57	49	16	5
1786	44	34	42	60	45
1787	47	56	49	46	13
1788	47	34	26	33	23
1789	3	35	36	17	23
1790	52	6	49	2	12
1791	33	35	3	42	52
1792	7	1	24	12	29
1793	31	26	49	35	17
1794	46	18	12	52	32
1795	9	18	11	4	27
1796	3	42	4	44	23
1797	56	35	17	4	51
1798	13	54	12	26	37
1799	5	19	40	53	39
1800	12	3	41	60	57
1801	15	32	51	52	59
1802	26	13	36	29	50
1803	11	18	43	10	27
1804	50	15	62	63	64
1805	19	3	31	53	44
1806	1	18	52	28	32
1807	1	12	50	48	30
1808	23	29	38	12	46
1809	16	8	40	56	39
1810	4	33	60	42	62
1811	2	3	38	16	53
1812	43	59	62	63	64
1813	10	4	27	17	41
1814	57	1	29	12	44
1815	35	16	47	19	41
1816	51	61	62	63	64
1817	42	23	62	63	64
1818	35	60	11	9	41
1819	7	19	32	21	52
1820	57	40	41	43	36
1821	60	56	7	23	13
1822	39	55	31	56	38
1823	6	7	58	1	44
1824	60	30	17	15	13
;
